id,kr,en,ch,tw,jp,ru,de,th,vi,ind,ms,fr,es,fa,ar
4507,자신이 {4}턴 동안 은신 상태가 되며 턴이 지날 때 마다 치명타 피해량이 {7} 증가 하고 치명타 확률이 {11}% 증가합니다.</br> 만약 은신중 적에게 피격당할 시 은신이 풀리며 증가된 효과는 사라집니다.,,,,,,,,,,,,,,
4508,매우 빠른 속도로 적에게 접근 후 회전 공격으로 공격력의 대상에게 공격력의 {3}%의 피해를 입히고 {5}% 확률로 자신의 순발력을 {8}턴간 {7} 증가시킵니다.,,,,,,,,,,,,,,
4509,단일 적에게 회전 공격으로 공격력 {3}%의 피해를 5번 연속으로 입힙니다. 적이 사망하면 남은 횟수만큼 뒤에 있는 적을 타격합니다.,,,,,,,,,,,,,,
4510,단일 적에게 날카로운 쫑지 찌르기 공격으로 공격력의 55%의 피해를 2번입힙니다. </br>치명타 발생시 타겟은 50% 확률로 1턴간 출혈 상태가 되며 두번의 공격 모두 치명타가 발생할 경우 출혈 상태가 1턴 늘어납니다.,,,,,,,,,,,,,,
4511,방어 관통을 성공할 경우 대상이 {0}% 확률로 {4}턴간 출혈 상태가됩니다.,,,,,,,,,,,,,,
4512,자신의 공격력을 {3}% 증가시킵니다. 또한 아군이 사망할 때마다 자신의 공격력이 {7}%씩 증가합니다.,,,,,,,,,,,,,,
4513,스테이지 시작시 자신의 방어관통률을 {3}% 늘려줍니다.,,,,,,,,,,,,,,
4514,낮속성 아군의수 X {3}% 만큼 자신의 치명타 확률이 증가합니다.,,,,,,,,,,,,,,
4515,수박씨를 발사하여 자신의 공격력의 {3}%의 피해를 입힙니다. </br>또한 두번째 순서로 자신이 버스트 콤보에 성공할 경우 아군 중 한명의 공격력을 자신의 공격력 만큼 {8}턴간 증가 시킵니다. ,,,,,,,,,,,,,,
4516,수박씨를 발사하여 자신의 공격력의 {3}%의 피해를 입힙니다, </br>또한 두번째 순서로 자신이 버스트 콤보에 성공할 경우 아군중 한명의 방어력을 자신의 방어력의 {7}%만큼 {8}턴동안 증가시킵니다.,,,,,,,,,,,,,,
4517,수박시를 발사하여 자신의 공격력의 {3}%의 피해를 입힙니다, </br>또한 두번째 순서로 자신이 버스트 콤보에 성공할 경우 아군중 한명의 체력을 자신의 최대체력의 {7}%만큼 회복시킵니다.,,,,,,,,,,,,,,
4518,단일 적에게 거대한 수박 조각을 던져 자신의 공격력의 {3}%의 피해를 입히고 {5}% 확률로 자신보다 앞에 있는 모든 아군의 명중이 자신의 현재 명중의 {7}% 만큼 {8}턴간 증가합니다.,,,,,,,,,,,,,,
4519,제자리에서 빙글빙글 돌면서 수박씨를 무작위로 발사하여 살아있는 모든 적군에게 자신의 공격력의 {3}%의 공격력으로 12번 피해를 입힙니다.,,,,,,,,,,,,,,
4520,아군 한명에게 달콤한 축복의 노래를 선사하여 자신의 최대체력의 {3}%만큼 체력을 회복시킵니다.,,,,,,,,,,,,,,
4521,자신과 같은 특성을 가진 모든 아군의 방어력을 자신의 방어력의 {3}% 만큼 {4}턴간 증가시킵니다., </br>또한 {5}% 확률로 다른 특성을 가진 모든 아군의 방어력을 자신의 방어력의 {7}%만큼 {8}턴간 증가시킵니다.,,,,,,,,,,,,,,
4522,꽁지로 점프한 후 몸무게를 실어 아프게 내려찍어 자신 공격력의 {3}%의 피해를 주며 수박 파편으로 인해 {5}%확률로 타겟과 같은 행에 있는 모든 적에게 자신 공격력의 {7}%의 피해를 줍니다.,,,,,,,,,,,,,,
4523,수박 조각 하나를 떼어서 대상 아군에게 주어 대상 아군의 체력의 {3}%를 회복 시킵니다. </br>이때 자신의 최대 체력의 {7}%가 감소하며 {9}% 확률로 대상 아군의 최대 체력이 감소한 자신의 체력만큼 추가로 증가합니다.,,,,,,,,,,,,,,
4524,아군 전체 회비율을 {4}턴동안 {3}% 증가시킵니다. 또한 체력이 20% 이하인 아군이 있다면 {5}% 확률로 추가로 회피율을 {8}턴간 {7}% 더 증가시킵니다. ,,,,,,,,,,,,,,
4525,대상 아군의 모든 상태 이상을 제거합니다. 또한 {5}%확률로 대상 아군의 행운이 {8}턴간 {7}증가합니다.,,,,,,,,,,,,,,
4526,자신과 같은 속성을 가진 아군의 수 x {1}% 의 확률로 자신과 같은 속성인 디노를 랜덤으로 골라 액티브 스킬 중 한 개의 쿨타임을 {3} 감소 시킵니다.,,,,,,,,,,,,,,
4527,턴 시작시 체력이 20%이하인 아군의 모든 순발력을 {3}만큼 {4}턴간 증가시킵니다. </br>또한 {5}% 확률로 체력 20%이하의 아군 중 일부의 공격력이 자신 공격력의 {7}% 만큼 {8}턴간 증가합니다.,,,,,,,,,,,,,,
4528,자신과 같은 등급의 아군 방어력을 자신 방어력의 {3}% 만큼 증가시킵니다.,,,,,,,,,,,,,,
4529,아군전체의 상태 저항 값이 자신의 상태 저항 값의 {3}%만큼 증가합니다. ,,,,,,,,,,,,,,
4530,강한 몸통 공격으로 자신의 공격력의 {2}%의 피해를 입힙니다. </br>이때 버스트콤보가 발생하고 세번째 순서일 경우 {7}턴 동안 자신이 도발 상태가 됩니다.,,,,,,,,,,,,,,
4531,강한 몸통 공격으로 자신의 공격력의 {2}%의 피해를 입힙니다. </br>이때 버스트콤보가 발생하고 세번째 순서일 경우 {7}턴 동안 자신의 최대 체력의 {6}%만큼 회복합니다.,,,,,,,,,,,,,,
4532,강한 몸통 공격으로 자신의 공격력의 {2}%의 피해를 입힙니다. </br>이때 버스트콤보가 발생하고 세번째 순서일 경우 {7}턴 동안 자신의 방어력의 {6}%만큼 자신의 방어력이 증가합니다.,,,,,,,,,,,,,,
4533,높이 점프하여 엉덩이로 강하게 땅을 내려찍어 단단한 코코넛을 대상에게 떨어뜨려 자신의 공격력의 {2}%의 피해를 입히고 {4}%의 확률로 대상을 {7}턴간 기절 상태로 만듭니다.,,,,,,,,,,,,,,
4534,자신과 같은 열에 있는 모든 아군에게 자신의 최대 체력의 {2}%에 해당하는 실드를 {3}턴동안 제공합니다.,,,,,,,,,,,,,,
4535,자신의 방어력을 자신의 방어력의  {2}%만큼 {3}턴 동안 증가시킵니다.,,,,,,,,,,,,,,
4536,{3}턴 동안 자신이 도발 생태가 되며 {4}% 확률로 자신 최대 체력의 {6}%에 해당하는 실드를 {7}턴간 생성합니다.,,,,,,,,,,,,,,
4537,{3}턴간 턴이 시작될 때마다 자신의 최대 체력의 {2}%만큼 회복합니다. </br>이때 {4}% 확률로 자신이 {7}턴간 도발 상태가 됩니다.,,,,,,,,,,,,,,
4538,아무 적 1명에게 코코넛 열매를 날려서 자신의 공격력의 {2}%의 피해를 입힙니다. 이때 피격받은 적이 {4}% 확률로 {7}턴간 기절합니다.,,,,,,,,,,,,,,
4539,단일 적군에게 자신의 공격력의 {2}%의 피해를 주며 만약 자신에게 실드가 있다면 현재 실드 총량의 {6}%의 추가 피해를 주며 자신의 실드는 파괴됩니다.,,,,,,,,,,,,,,
4540,점프 후 강하게 땅을 내려찍어 지진을 일으키는 공격으로 가로 일렬에 있는 모든 적군에게 자신의 공격력의 {2}%의 피해를 입힙니다.,,,,,,,,,,,,,,
4541,웨이브가 시작될 때마다 자신과 같은 특성의 아군에게 자신의 최대 체력의 {2}%의 실드를 생성합니다. ,,,,,,,,,,,,,,
4542,도발 상태에서 피격시 {0}%의 확률로 최대 체력의 {2}%를 회복할 수 있습니다.,,,,,,,,,,,,,,
4543,턴 시작시 자신의 체력이 최대 체력의 20% 미만일 경우 자신 최대 체력의 {2}% 만큼 회복합니다. </br>이때 {4}% 확률로 자신의 방어력을 자신의 방어력의 {6}%만큼 {7}턴간 증가시킵니다.,,,,,,,,,,,,,,
4544,밤속성 아군수 x {2}% 만큼 자신의 방어력을 증가시킵니다.,,,,,,,,,,,,,,
4545,점프 후 블루베리 하나를 던져 자신의 공격력의 {2}%의 피해를 입힙니다. </br>또한 첫번째 순서로 자신이 버스트 콤보에 성공할 경우 공격 대상의 방어력을 무시하고 공격합니다.,,,,,,,,,,,,,,
4546,점프 후 블루베리 하나를 던져 자신의 공격력의 {2}%의 피해를 입힙니다. </br>또한 첫번째 순서로 자신이 버스트 콤보에 성공할 경우 {7}턴간 자신의 공격력을 {6}% 증가시킵니다.,,,,,,,,,,,,,,
4547,점프 후 블루베리 하나를 던져 자신의 공격력의 {2}%의 피해를 입힙니다. </br>또한 첫번째 순서로 자신이 버스트 콤보에 성공할 경우 {7}턴간 자신의 방어관통률을 {6}% 증가시킵니다.,,,,,,,,,,,,,,
4548,자신의 공격력의 {2}%의 피해를 주는 블루베리 조각을 3개 던져 랜덤한 적에게 피해를 입힙니다. 이때 {4}% 확률로 적군의 방어력을 무시한 피해를 입힙니다.,,,,,,,,,,,,,,
4549,단일 적군에게 자신의 공격력의 {2}%의 피해를 주는 블루베리를 3개 던집니다. </br>피격시 {4}% 확률로 적군의 방어력을 무시한 피해를 입힙니다.,,,,,,,,,,,,,,
4550,단일 적군에게 자신의 공격력의 {2}%의 피해를 주는 블루베리를 4개 던집니다. </br>피격시 {4}% 확률로 {7}턴 동안 자신의 방어관통률을 {6}%를 증가 시킵니다.,,,,,,,,,,,,,,
4551,단일 적군에게 살얼음이 낀 커다란 블루베리를 하나 던져서 자신의 공격력의 {2}%의 피해를 입힙니다. </br>피격 받은 적은 {4}%확률로 {7}턴 동안 빙결 상태가 됩니다.,,,,,,,,,,,,,,
4552,3개의 블리베리를 던져 가로 일렬에 있는 모든 적에게 자신의 공격력의 {2}%의 피해를 입힙니다.,,,,,,,,,,,,,,
4553,단일 적군에게 자신의 공격력의 {2}%의 피해를 주는 블루베리를 하나 던집니다. </br>만약 자신의 체력이 5%이하이면 랜덤한 적에게 썩은 블루베리 하나를 던지고 자신은 사망합니다. </br>이 썩은 블루베리를 맞은 적은 자신의 공격력의 {6}%의 피해를 받거나 {8}%확률로 즉시 사망할 수 있습니다.,,,,,,,,,,,,,,
4554,끝이 뽀족하게 까진 블루베리를 빠르게 던져 자신의 공격력의 {6}%의 피해를 입힙니다. </br>이때 대상이 방어 상태라면 자신의 공격력의 {2}%의 피해를 입힙니다.,,,,,,,,,,,,,,
4555,단일 적군에게 자신의 공격력의 {2}%의 피해를 주는 블루베리를 하나 던집니다. </br>공격 한 대상이 사망하면 바로 뒤에 있는 적에게 자신의 공격력의 {6}%의 피해를 주는 블루베리를 하나 더 던집니다.,,,,,,,,,,,,,,
4556,스테이지 시작시 자신과 같은 행에 있는 적의 수 x {2} 만큼 치명타 피해가 증가합니다.,,,,,,,,,,,,,,
4557,스테이지 시작시 밤속성 아군 수 x {2} 만큼 자신의 명중을 증가시킵니다.,,,,,,,,,,,,,,
4558,자신과 같은 특성인 아군 수 x {2}% 만큼 자신의 방어력을 감소시키고 대신 그만큼 공격력을 증가 시킵니다.,,,,,,,,,,,,,,
4559,방어 관통을 성공했을 때 피격 당한 적군은 {0}% 확률로 {3}턴간 빙결 상태가 됩니다.,,,,,,,,,,,,,,
4560,바나나 하나를 던져 자신의 공격력의 {2}%의 피해를 입힙니다.</br>또한 두번째 순서로 자신이 버스트콤보에 성공할 경우 대상의 명중률을 {7}턴간 {6}% 감소시킵니다.,,,,,,,,,,,,,,
4561,바나나 하나를 던져 자신의 공격력의 {2}%의 피해를 입힙니다. </br>또한 두번째 순서로 자신이 버스트콤보에 성공할 경우 대상의 방어관통율을  {7}턴간 {6}% 감소시킵니다.,,,,,,,,,,,,,,
4562,바나나 하나를 던져 자신의 공격력의 {2}%의 피해를 입힙니다. </br>또한 두번째 순서로 자신이 버스트콤보에 성공할 경우 대상의 회피율을  {7}턴간 {6}% 감소시킵니다.,,,,,,,,,,,,,,
4563,단일 적에게 강하게 점프 후 박치기 공격으로 자신의 공격력의 {2}%의 피해를 입히고 {4}%확률로 대상이 {7}턴간 혼란 상태에 빠지게 합니다.,,,,,,,,,,,,,,
4564,{7}턴간 자신의 다른 액티브 스킬의 쿨타임을 {6}턴 증가시키고 대상 적군의 액시브 스킬 중 랜덤한 1개의 쿨타임을 {3}턴간 {2}턴 증가 시킵니다.,,,,,,,,,,,,,,
4565,자신의 방어력을 {7}턴간 {6}% 감소시키며 단일 적군의 방어력을 {3}턴간 대상 방어력의 {2}%만큼 감소시킵니다.</br>또한 자신의 방어력이 80%이하일 때 적 전체 방어력을 {11}턴동안 대상 방어력의 {10}% 만큼 감소시킵니다.,,,,,,,,,,,,,,
4566,단일 적군에게 바나나 껍질을 하나 던저 자신의 공격력의 {2}%의 피해를 주며 {4}% 확률로 {7}턴간 기절 상태로 만듭니다.,,,,,,,,,,,,,,
4567,꼬리로 단일 적을 콕 찔러 자신의 공격력의 {2}%의 피해를 주며 {4}%확률로 대상의 치명타 확률을 {7}턴간 {6}% 낮춥니다.,,,,,,,,,,,,,,
4568,자신의 전체 체력을 {7}턴간 {6}% 감소시키고 단일 적군의 전체 체력을 {3}턴간 {2}% 감소시킵니다.,,,,,,,,,,,,,,
4569,자신의 공격력을 {7}턴간 {6}% 감소시키고 단일 적군의 공격력을 {3}턴간 {2}% 감소시킵니다. </br>또한 자신의 현재 공격력이 자신의 현재 공격력의 80% 이하일 경우 {8}% 확률로 적 전체 공격력을 {11}턴간 대상 공격력의 {10}%만큼 감소시킵니다.,,,,,,,,,,,,,,
4570,꼬리를 세차게 휘둘러 단일 적군에게 자신의 공격력의 {2}%의 피해를 입히며 {4}%의 확률로 대상의 순발을을 {7}턴 동안 {6}% 감소시킵니다.,,,,,,,,,,,,,,
4571,웨이브 시작시 자신과 다른 속성의 모든 적군의 치명타 확률을 {2}% 감소시킵니다.,,,,,,,,,,,,,,
4572,웨이브 시작시 자신과 같은 특성인 모든 적군의 행운이 {2} 감소시키고 {4}% 확률로 자신과 같은 특성인 적군 한명을 {7}턴간 수면 상태로 만듭니다.,,,,,,,,,,,,,,
4573,턴 시작시 {0}% 확률로 자신에게 걸린 디버프 종류 수 x 자신의 전체 체력의 {2}% 만큼 체력을 회복합니다.,,,,,,,,,,,,,,
4574,웨이브 시작시 노멀 등급 아군 수 x {2}% 만큼 노멀 등급이 아닌 적군의 치명타 피해량을 감소시킵니다.,,,,,,,,,,,,,,
5000,태양의 은혜,,,,,,,,,,,,,,
5001,초원의 온기,,,,,,,,,,,,,,
5002,달의 계시,,,,,,,,,,,,,,
5003,정령의 숨결,,,,,,,,,,,,,,
5005,태양의 은혜로 부여할 수 있는 효과들은 딜러, 서포트에 특화되어 있으며 때로는~ 한 플레이에 유리할 수 있습니다.,,,,,,,,,,,,,,
5006,초원의 온기로 부여할 수 있는 효과들은 딜러, 서포트에 특화되어 있으며 때로는~ 한 플레이에 유리할 수 있습니다.,,,,,,,,,,,,,,
5007,달의 계시로 부여할 수 있는 효과들은 딜러, 서포트에 특화되어 있으며 때로는~ 한 플레이에 유리할 수 있습니다.,,,,,,,,,,,,,,
5008,정령의 숨결로 부여할 수 있는 효과들은 딜러, 서포트에 특화되어 있으며 때로는~ 한 플레이에 유리할 수 있습니다.,,,,,,,,,,,,,,
5010,{0}에 {1}을 부여하시겠습니까?,,,,,,,,,,,,,,
5011,아래의 아투시아의 은혜 중 하나를 선택해주세요.,,,,,,,,,,,,,,
5012,카드가 최고 레벨입니다.,,,,,,,,,,,,,,
5013,상위 카드의 레벨이 1 이상이면 오픈됩니다.,,,,,,,,,,,,,,
5014,아투시아의 은혜 초기화,,,,,,,,,,,,,,
5015,‘{0}“ 에 부여된 모든 효과를 초기화합니다.</b>
초기화에는 비용이 소모되며 초기화 이후에는 이전으로 복구할 수 없습니다.</b>
모든 효과를 초기화 하시겠습니까?,,,,,,,,,,,,,,
5016,{0}의 모든 효과가 초기화 되었습니다.,,,,,,,,,,,,,,
5017,{0} 의 위치 효과,,,,,,,,,,,,,,
5018,옵션 효과,,,,,,,,,,,,,,
6000,,,,,,,,,,,,,,,
