idx,pos1_monster_id,pos2_monster_id,pos3_monster_id,pos4_monster_id,pos5_monster_id,pos6_monster_id,pos7_monster_id,pos8_monster_id,pos9_monster_id
2251,11,11,0,0,0,0,0,0,0
2252,0,0,0,0,0,0,0,0,12
2253,0,0,0,11,11,0,0,0,0
2261,11,11,0,0,0,0,0,0,0
2262,0,0,0,0,0,0,0,0,12
2263,0,0,0,11,11,0,0,0,0
2271,11,11,0,0,0,0,0,0,0
2272,0,0,0,0,0,0,0,0,12
2273,0,0,0,11,11,0,0,0,0
2281,11,11,0,0,0,0,0,0,0
2282,0,0,0,0,0,0,0,0,12
2283,0,0,0,11,11,0,0,0,0
2291,11,11,0,0,0,0,0,0,0
2292,0,0,0,0,0,0,0,0,12
2293,0,0,0,11,11,0,0,0,0
2301,11,11,0,0,0,0,0,0,0
2302,0,0,0,0,0,0,0,0,12
2303,0,0,0,11,11,0,0,0,0
2311,11,11,0,0,0,0,0,0,0
2312,0,0,0,0,0,0,0,0,12
2313,0,0,0,11,11,0,0,0,0
2321,11,11,0,0,0,0,0,0,0
2322,0,0,0,0,0,0,0,0,12
2323,0,0,0,11,11,0,0,0,0
2331,11,11,0,0,0,0,0,0,0
2332,0,0,0,0,0,0,0,0,12
2333,0,0,0,11,11,0,0,0,0
2341,11,11,0,0,0,0,0,0,0
2342,0,0,0,0,0,0,0,0,12
2343,0,0,0,11,11,0,0,0,0
2351,11,11,0,0,0,0,0,0,0
2352,0,0,0,0,0,0,0,0,12
2353,0,0,0,11,11,0,0,0,0
2361,11,11,0,0,0,0,0,0,0
2362,0,0,0,0,0,0,0,0,12
2363,0,0,0,11,11,0,0,0,0
2371,11,11,0,0,0,0,0,0,0
2372,0,0,0,0,0,0,0,0,12
2373,0,0,0,11,11,0,0,0,0
2381,11,11,0,0,0,0,0,0,0
2382,0,0,0,0,0,0,0,0,12
2383,0,0,0,11,11,0,0,0,0
2391,11,11,0,0,0,0,0,0,0
2392,0,0,0,0,0,0,0,0,12
2393,0,0,0,11,11,0,0,0,0
2401,11,11,0,0,0,0,0,0,0
2402,0,0,0,0,0,0,0,0,12
2403,0,0,0,11,11,0,0,0,0
2411,11,11,0,0,0,0,0,0,0
2412,0,0,0,0,0,0,0,0,12
2413,0,0,0,11,11,0,0,0,0
2421,11,11,0,0,0,0,0,0,0
2422,0,0,0,0,0,0,0,0,12
2423,0,0,0,11,11,0,0,0,0
2431,11,11,0,0,0,0,0,0,0
2432,0,0,0,0,0,0,0,0,12
2433,0,0,0,11,11,0,0,0,0
2441,11,11,0,0,0,0,0,0,0
2442,0,0,0,0,0,0,0,0,12
2443,0,0,0,11,11,0,0,0,0
2451,11,11,0,0,0,0,0,0,0
2452,0,0,0,0,0,0,0,0,12
2453,0,0,0,11,11,0,0,0,0
2461,11,11,0,0,0,0,0,0,0
2462,0,0,0,0,0,0,0,0,12
2463,0,0,0,11,11,0,0,0,0
2471,11,11,0,0,0,0,0,0,0
2472,0,0,0,0,0,0,0,0,12
2473,0,0,0,11,11,0,0,0,0
2481,11,11,0,0,0,0,0,0,0
2482,0,0,0,0,0,0,0,0,12
2483,0,0,0,11,11,0,0,0,0
2491,11,11,0,0,0,0,0,0,0
2492,0,0,0,0,0,0,0,0,12
2493,0,0,0,11,11,0,0,0,0
2501,11,11,0,0,0,0,0,0,0
2502,0,0,0,0,0,0,0,0,12
2503,0,0,0,11,11,0,0,0,0
2511,11,11,0,0,0,0,0,0,0
2512,0,0,0,0,0,0,0,0,12
2513,0,0,0,11,11,0,0,0,0
2521,11,11,0,0,0,0,0,0,0
2522,0,0,0,0,0,0,0,0,12
2523,0,0,0,11,11,0,0,0,0
2531,11,11,0,0,0,0,0,0,0
2532,0,0,0,0,0,0,0,0,12
2533,0,0,0,11,11,0,0,0,0
2541,11,11,0,0,0,0,0,0,0
2542,0,0,0,0,0,0,0,0,12
2543,0,0,0,11,11,0,0,0,0
2551,11,11,0,0,0,0,0,0,0
2552,0,0,0,0,0,0,0,0,12
2553,0,0,0,11,11,0,0,0,0
2561,11,11,0,0,0,0,0,0,0
2562,0,0,0,0,0,0,0,0,12
2563,0,0,0,11,11,0,0,0,0
2571,11,11,0,0,0,0,0,0,0
2572,0,0,0,0,0,0,0,0,12
2573,0,0,0,11,11,0,0,0,0
2581,11,11,0,0,0,0,0,0,0
2582,0,0,0,0,0,0,0,0,12
2583,0,0,0,11,11,0,0,0,0
2591,11,11,0,0,0,0,0,0,0
2592,0,0,0,0,0,0,0,0,12
2593,0,0,0,11,11,0,0,0,0
2601,11,11,0,0,0,0,0,0,0
2602,0,0,0,0,0,0,0,0,12
2603,0,0,0,11,11,0,0,0,0
2611,11,11,0,0,0,0,0,0,0
2612,0,0,0,0,0,0,0,0,12
2613,0,0,0,11,11,0,0,0,0
2621,11,11,0,0,0,0,0,0,0
2622,0,0,0,0,0,0,0,0,12
2623,0,0,0,11,11,0,0,0,0
2631,11,11,0,0,0,0,0,0,0
2632,0,0,0,0,0,0,0,0,12
2633,0,0,0,11,11,0,0,0,0
2641,11,11,0,0,0,0,0,0,0
2642,0,0,0,0,0,0,0,0,12
2643,0,0,0,11,11,0,0,0,0
2651,11,11,0,0,0,0,0,0,0
2652,0,0,0,0,0,0,0,0,12
2653,0,0,0,11,11,0,0,0,0
2661,11,11,0,0,0,0,0,0,0
2662,0,0,0,0,0,0,0,0,12
2663,0,0,0,11,11,0,0,0,0
2671,11,11,0,0,0,0,0,0,0
2672,0,0,0,0,0,0,0,0,12
2673,0,0,0,11,11,0,0,0,0
2681,11,11,0,0,0,0,0,0,0
2682,0,0,0,0,0,0,0,0,12
2683,0,0,0,11,11,0,0,0,0
2691,11,11,0,0,0,0,0,0,0
2692,0,0,0,0,0,0,0,0,12
2693,0,0,0,11,11,0,0,0,0
2701,11,11,0,0,0,0,0,0,0
2702,0,0,0,0,0,0,0,0,12
2703,0,0,0,11,11,0,0,0,0
2711,11,11,0,0,0,0,0,0,0
2712,0,0,0,0,0,0,0,0,12
2713,0,0,0,11,11,0,0,0,0
2721,11,11,0,0,0,0,0,0,0
2722,0,0,0,0,0,0,0,0,12
2723,0,0,0,11,11,0,0,0,0
2731,11,11,0,0,0,0,0,0,0
2732,0,0,0,0,0,0,0,0,12
2733,0,0,0,11,11,0,0,0,0
2741,11,11,0,0,0,0,0,0,0
2742,0,0,0,0,0,0,0,0,12
2743,0,0,0,11,11,0,0,0,0
2751,11,11,0,0,0,0,0,0,0
2752,0,0,0,0,0,0,0,0,12
2753,0,0,0,11,11,0,0,0,0
2761,11,11,0,0,0,0,0,0,0
2762,0,0,0,0,0,0,0,0,12
2763,0,0,0,11,11,0,0,0,0
2771,11,11,0,0,0,0,0,0,0
2772,0,0,0,0,0,0,0,0,12
2773,0,0,0,11,11,0,0,0,0
2781,11,11,0,0,0,0,0,0,0
2782,0,0,0,0,0,0,0,0,12
2783,0,0,0,11,11,0,0,0,0
2791,11,11,0,0,0,0,0,0,0
2792,0,0,0,0,0,0,0,0,12
2793,0,0,0,11,11,0,0,0,0
2801,11,11,0,0,0,0,0,0,0
2802,0,0,0,0,0,0,0,0,12
2803,0,0,0,11,11,0,0,0,0
2811,11,11,0,0,0,0,0,0,0
2812,0,0,0,0,0,0,0,0,12
2813,0,0,0,11,11,0,0,0,0
2821,11,11,0,0,0,0,0,0,0
2822,0,0,0,0,0,0,0,0,12
2823,0,0,0,11,11,0,0,0,0
2831,11,11,0,0,0,0,0,0,0
2832,0,0,0,0,0,0,0,0,12
2833,0,0,0,11,11,0,0,0,0
2841,11,11,0,0,0,0,0,0,0
2842,0,0,0,0,0,0,0,0,12
2843,0,0,0,11,11,0,0,0,0
2851,11,11,0,0,0,0,0,0,0
2852,0,0,0,0,0,0,0,0,12
2853,0,0,0,11,11,0,0,0,0
2861,11,11,0,0,0,0,0,0,0
2862,0,0,0,0,0,0,0,0,12
2863,0,0,0,11,11,0,0,0,0
2871,11,11,0,0,0,0,0,0,0
2872,0,0,0,0,0,0,0,0,12
2873,0,0,0,11,11,0,0,0,0
2881,11,11,0,0,0,0,0,0,0
2882,0,0,0,0,0,0,0,0,12
2883,0,0,0,11,11,0,0,0,0
2891,11,11,0,0,0,0,0,0,0
2892,0,0,0,0,0,0,0,0,12
2893,0,0,0,11,11,0,0,0,0
2901,11,11,0,0,0,0,0,0,0
2902,0,0,0,0,0,0,0,0,12
2903,0,0,0,11,11,0,0,0,0
2911,11,11,0,0,0,0,0,0,0
2912,0,0,0,0,0,0,0,0,12
2913,0,0,0,11,11,0,0,0,0
2921,11,11,0,0,0,0,0,0,0
2922,0,0,0,0,0,0,0,0,12
2923,0,0,0,11,11,0,0,0,0
2931,11,11,0,0,0,0,0,0,0
2932,0,0,0,0,0,0,0,0,12
2933,0,0,0,11,11,0,0,0,0
2941,11,11,0,0,0,0,0,0,0
2942,0,0,0,0,0,0,0,0,12
2943,0,0,0,11,11,0,0,0,0
2951,11,11,0,0,0,0,0,0,0
2952,0,0,0,0,0,0,0,0,12
2953,0,0,0,11,11,0,0,0,0
2961,11,11,0,0,0,0,0,0,0
2962,0,0,0,0,0,0,0,0,12
2963,0,0,0,11,11,0,0,0,0
2971,11,11,0,0,0,0,0,0,0
2972,0,0,0,0,0,0,0,0,12
2973,0,0,0,11,11,0,0,0,0
2981,11,11,0,0,0,0,0,0,0
2982,0,0,0,0,0,0,0,0,12
2983,0,0,0,11,11,0,0,0,0
2991,11,11,0,0,0,0,0,0,0
2992,0,0,0,0,0,0,0,0,12
2993,0,0,0,11,11,0,0,0,0
3001,11,11,0,0,0,0,0,0,0
3002,0,0,0,0,0,0,0,0,12
3003,0,0,0,11,11,0,0,0,0
