idx,talent,wing,state,res_ani
1507,2,1,skill_run1,he_orange_rolling_attack
1507,3,0,skill_run1,om_orange_rolling_attack
1507,3,1,skill_run1,om_orange_rolling_attack
1508,1,0,skill_run1,ca_orange_rolling_attack
1508,1,1,skill_run1,ca_orange_rolling_attack
1508,2,0,skill_run1,he_orange_rolling_attack
1508,2,1,skill_run1,he_orange_rolling_attack
1508,3,0,skill_run1,om_orange_rolling_attack
1508,3,1,skill_run1,om_orange_rolling_attack
1509,1,0,skill_run1,ca_orange_rolling_attack
1509,1,1,skill_run1,ca_orange_rolling_attack
1509,2,0,skill_run1,he_orange_rolling_attack
1509,2,1,skill_run1,he_orange_rolling_attack
1509,3,0,skill_run1,om_orange_rolling_attack
1509,3,1,skill_run1,om_orange_rolling_attack
1510,1,0,skill_run1,ca_orange_rolling_attack
1510,1,1,skill_run1,ca_orange_rolling_attack
1510,2,0,skill_run1,he_orange_rolling_attack
1510,2,1,skill_run1,he_orange_rolling_attack
1510,3,0,skill_run1,om_orange_rolling_attack
1510,3,1,skill_run1,om_orange_rolling_attack
1511,1,0,skill_run1,ca_orange_rolling_attack
1511,1,1,skill_run1,ca_orange_rolling_attack
1511,2,0,skill_run1,he_orange_rolling_attack
1511,2,1,skill_run1,he_orange_rolling_attack
1511,3,0,skill_run1,om_orange_rolling_attack
1511,3,1,skill_run1,om_orange_rolling_attack
1512,1,0,skill_run1,ca_orange_rolling_attack
1512,1,1,skill_run1,ca_orange_rolling_attack
1512,2,0,skill_run1,he_orange_rolling_attack
1512,2,1,skill_run1,he_orange_rolling_attack
1512,3,0,skill_run1,om_orange_rolling_attack
1512,3,1,skill_run1,om_orange_rolling_attack
1513,1,0,skill_run1,ca_orange_rolling_attack
1513,1,1,skill_run1,ca_orange_rolling_attack
1513,2,0,skill_run1,he_orange_rolling_attack
1513,2,1,skill_run1,he_orange_rolling_attack
1513,3,0,skill_run1,om_orange_rolling_attack
1513,3,1,skill_run1,om_orange_rolling_attack
1514,1,0,skill_run1,ca_orange_rolling_attack
1514,1,1,skill_run1,ca_orange_rolling_attack
1514,2,0,skill_run1,he_orange_rolling_attack
1514,2,1,skill_run1,he_orange_rolling_attack
1514,3,0,skill_run1,om_orange_rolling_attack
1514,3,1,skill_run1,om_orange_rolling_attack
1515,1,0,skill_run1,ca_orange_rolling_attack
1515,1,1,skill_run1,ca_orange_rolling_attack
1515,2,0,skill_run1,he_orange_rolling_attack
1515,2,1,skill_run1,he_orange_rolling_attack
1515,3,0,skill_run1,om_orange_rolling_attack
1515,3,1,skill_run1,om_orange_rolling_attack
1516,1,0,skill_run1,ca_orange_rolling_attack
1516,1,1,skill_run1,ca_orange_rolling_attack
1516,2,0,skill_run1,he_orange_rolling_attack
1516,2,1,skill_run1,he_orange_rolling_attack
1516,3,0,skill_run1,om_orange_rolling_attack
1516,3,1,skill_run1,om_orange_rolling_attack
1517,1,0,skill_run1,ca_orange_rolling_attack
1517,1,1,skill_run1,ca_orange_rolling_attack
1517,2,0,skill_run1,he_orange_rolling_attack
1517,2,1,skill_run1,he_orange_rolling_attack
1517,3,0,skill_run1,om_orange_rolling_attack
1517,3,1,skill_run1,om_orange_rolling_attack
1518,1,0,skill_run1,ca_orange_rolling_attack
1518,1,1,skill_run1,ca_orange_rolling_attack
1518,2,0,skill_run1,he_orange_rolling_attack
1518,2,1,skill_run1,he_orange_rolling_attack
1518,3,0,skill_run1,om_orange_rolling_attack
1518,3,1,skill_run1,om_orange_rolling_attack
1519,1,0,skill_run1,ca_orange_rolling_attack
1519,1,1,skill_run1,ca_orange_rolling_attack
1519,2,0,skill_run1,he_orange_rolling_attack
1519,2,1,skill_run1,he_orange_rolling_attack
1519,3,0,skill_run1,om_orange_rolling_attack
1519,3,1,skill_run1,om_orange_rolling_attack
1520,1,0,skill_run1,ca_orange_rolling_attack
1520,1,1,skill_run1,ca_orange_rolling_attack
1520,2,0,skill_run1,he_orange_rolling_attack
1520,2,1,skill_run1,he_orange_rolling_attack
1520,3,0,skill_run1,om_orange_rolling_attack
1520,3,1,skill_run1,om_orange_rolling_attack
1521,1,0,skill_run1,ca_orange_rolling_attack
1521,1,1,skill_run1,ca_orange_rolling_attack
1521,2,0,skill_run1,he_orange_rolling_attack
1521,2,1,skill_run1,he_orange_rolling_attack
1521,3,0,skill_run1,om_orange_rolling_attack
1521,3,1,skill_run1,om_orange_rolling_attack
1522,1,0,skill_run1,ca_orange_rolling_attack
1522,1,1,skill_run1,ca_orange_rolling_attack
1522,2,0,skill_run1,he_orange_rolling_attack
1522,2,1,skill_run1,he_orange_rolling_attack
1522,3,0,skill_run1,om_orange_rolling_attack
1522,3,1,skill_run1,om_orange_rolling_attack
1523,1,0,skill_run1,ca_orange_rolling_attack
1523,1,1,skill_run1,ca_orange_rolling_attack
1523,2,0,skill_run1,he_orange_rolling_attack
1523,2,1,skill_run1,he_orange_rolling_attack
1523,3,0,skill_run1,om_orange_rolling_attack
1523,3,1,skill_run1,om_orange_rolling_attack
1524,1,0,skill_run1,ca_orange_rolling_attack
1524,1,1,skill_run1,ca_orange_rolling_attack
1524,2,0,skill_run1,he_orange_rolling_attack
1524,2,1,skill_run1,he_orange_rolling_attack
1524,3,0,skill_run1,om_orange_rolling_attack
1524,3,1,skill_run1,om_orange_rolling_attack
1525,1,0,skill_run1,ca_orange_rolling_attack
1525,1,1,skill_run1,ca_orange_rolling_attack
1525,2,0,skill_run1,he_orange_rolling_attack
1525,2,1,skill_run1,he_orange_rolling_attack
1525,3,0,skill_run1,om_orange_rolling_attack
1525,3,1,skill_run1,om_orange_rolling_attack
1526,1,0,skill_run1,ca_orange_rolling_attack
1526,1,1,skill_run1,ca_orange_rolling_attack
1526,2,0,skill_run1,he_orange_rolling_attack
1526,2,1,skill_run1,he_orange_rolling_attack
1526,3,0,skill_run1,om_orange_rolling_attack
1526,3,1,skill_run1,om_orange_rolling_attack
1527,1,0,skill_run1,ca_orange_rolling_attack
1527,1,1,skill_run1,ca_orange_rolling_attack
1527,2,0,skill_run1,he_orange_rolling_attack
1527,2,1,skill_run1,he_orange_rolling_attack
1527,3,0,skill_run1,om_orange_rolling_attack
1527,3,1,skill_run1,om_orange_rolling_attack
1528,1,0,skill_run1,ca_orange_rolling_attack
1528,1,1,skill_run1,ca_orange_rolling_attack
1528,2,0,skill_run1,he_orange_rolling_attack
1528,2,1,skill_run1,he_orange_rolling_attack
1528,3,0,skill_run1,om_orange_rolling_attack
1528,3,1,skill_run1,om_orange_rolling_attack
1529,1,0,skill_run1,ca_orange_rolling_attack
1529,1,1,skill_run1,ca_orange_rolling_attack
1529,2,0,skill_run1,he_orange_rolling_attack
1529,2,1,skill_run1,he_orange_rolling_attack
1529,3,0,skill_run1,om_orange_rolling_attack
1529,3,1,skill_run1,om_orange_rolling_attack
1530,1,0,skill_run1,ca_orange_rolling_attack
1530,1,1,skill_run1,ca_orange_rolling_attack
1530,2,0,skill_run1,he_orange_rolling_attack
1530,2,1,skill_run1,he_orange_rolling_attack
1530,3,0,skill_run1,om_orange_rolling_attack
1530,3,1,skill_run1,om_orange_rolling_attack
1531,1,0,skill_run1,ca_orange_rolling_attack
1531,1,1,skill_run1,ca_orange_rolling_attack
1531,2,0,skill_run1,he_orange_rolling_attack
1531,2,1,skill_run1,he_orange_rolling_attack
1531,3,0,skill_run1,om_orange_rolling_attack
1531,3,1,skill_run1,om_orange_rolling_attack
1532,1,0,skill_run1,ca_orange_rolling_attack
1532,1,1,skill_run1,ca_orange_rolling_attack
1532,2,0,skill_run1,he_orange_rolling_attack
1532,2,1,skill_run1,he_orange_rolling_attack
1532,3,0,skill_run1,om_orange_rolling_attack
1532,3,1,skill_run1,om_orange_rolling_attack
1533,1,0,skill_run1,ca_orange_rolling_attack
1533,1,1,skill_run1,ca_orange_rolling_attack
1533,2,0,skill_run1,he_orange_rolling_attack
1533,2,1,skill_run1,he_orange_rolling_attack
1533,3,0,skill_run1,om_orange_rolling_attack
1533,3,1,skill_run1,om_orange_rolling_attack
1534,1,0,skill_run1,ca_orange_rolling_attack
1534,1,1,skill_run1,ca_orange_rolling_attack
1534,2,0,skill_run1,he_orange_rolling_attack
1534,2,1,skill_run1,he_orange_rolling_attack
1534,3,0,skill_run1,om_orange_rolling_attack
1534,3,1,skill_run1,om_orange_rolling_attack
1535,1,0,skill_run1,ca_orange_rolling_attack
1535,1,1,skill_run1,ca_orange_rolling_attack
1535,2,0,skill_run1,he_orange_rolling_attack
1535,2,1,skill_run1,he_orange_rolling_attack
1535,3,0,skill_run1,om_orange_rolling_attack
1535,3,1,skill_run1,om_orange_rolling_attack
1536,1,0,skill_run1,ca_orange_rolling_attack
1536,1,1,skill_run1,ca_orange_rolling_attack
1536,2,0,skill_run1,he_orange_rolling_attack
1536,2,1,skill_run1,he_orange_rolling_attack
1536,3,0,skill_run1,om_orange_rolling_attack
1536,3,1,skill_run1,om_orange_rolling_attack
1537,1,0,skill_run1,ca_orange_rolling_attack
1537,1,1,skill_run1,ca_orange_rolling_attack
1537,2,0,skill_run1,he_orange_rolling_attack
1537,2,1,skill_run1,he_orange_rolling_attack
1537,3,0,skill_run1,om_orange_rolling_attack
1537,3,1,skill_run1,om_orange_rolling_attack
1538,1,0,skill_run1,ca_orange_rolling_attack
1538,1,1,skill_run1,ca_orange_rolling_attack
1538,2,0,skill_run1,he_orange_rolling_attack
1538,2,1,skill_run1,he_orange_rolling_attack
1538,3,0,skill_run1,om_orange_rolling_attack
1538,3,1,skill_run1,om_orange_rolling_attack
1539,1,0,skill_run1,ca_orange_rolling_attack
1539,1,1,skill_run1,ca_orange_rolling_attack
1539,2,0,skill_run1,he_orange_rolling_attack
1539,2,1,skill_run1,he_orange_rolling_attack
1539,3,0,skill_run1,om_orange_rolling_attack
1539,3,1,skill_run1,om_orange_rolling_attack
1540,1,0,skill_run1,ca_orange_rolling_attack
1540,1,1,skill_run1,ca_orange_rolling_attack
1540,2,0,skill_run1,he_orange_rolling_attack
1540,2,1,skill_run1,he_orange_rolling_attack
1540,3,0,skill_run1,om_orange_rolling_attack
1540,3,1,skill_run1,om_orange_rolling_attack
1601,1,0,skill_run2,ca_orange_rolling_attack
1601,1,1,skill_run2,ca_orange_rolling_attack
1601,2,0,skill_run2,he_orange_rolling_attack
1601,2,1,skill_run2,he_orange_rolling_attack
1601,3,0,skill_run2,om_orange_rolling_attack
1601,3,1,skill_run2,om_orange_rolling_attack
1602,1,0,skill_run2,ca_orange_rolling_attack
1602,1,1,skill_run2,ca_orange_rolling_attack
1602,2,0,skill_run2,he_orange_rolling_attack
1602,2,1,skill_run2,he_orange_rolling_attack
1602,3,0,skill_run2,om_orange_rolling_attack
1602,3,1,skill_run2,om_orange_rolling_attack
1603,1,0,skill_run2,ca_orange_rolling_attack
1603,1,1,skill_run2,ca_orange_rolling_attack
1603,2,0,skill_run2,he_orange_rolling_attack
1603,2,1,skill_run2,he_orange_rolling_attack
1603,3,0,skill_run2,om_orange_rolling_attack
1603,3,1,skill_run2,om_orange_rolling_attack
1604,1,0,skill_run2,ca_orange_rolling_attack
1604,1,1,skill_run2,ca_orange_rolling_attack
1604,2,0,skill_run2,he_orange_rolling_attack
1604,2,1,skill_run2,he_orange_rolling_attack
1604,3,0,skill_run2,om_orange_rolling_attack
1604,3,1,skill_run2,om_orange_rolling_attack
1605,1,0,skill_run2,ca_orange_rolling_attack
1605,1,1,skill_run2,ca_orange_rolling_attack
1605,2,0,skill_run2,he_orange_rolling_attack
1605,2,1,skill_run2,he_orange_rolling_attack
1605,3,0,skill_run2,om_orange_rolling_attack
1605,3,1,skill_run2,om_orange_rolling_attack
1606,1,0,skill_run2,ca_orange_rolling_attack
1606,1,1,skill_run2,ca_orange_rolling_attack
1606,2,0,skill_run2,he_orange_rolling_attack
1606,2,1,skill_run2,he_orange_rolling_attack
1606,3,0,skill_run2,om_orange_rolling_attack
1606,3,1,skill_run2,om_orange_rolling_attack
1607,1,0,skill_run2,ca_orange_rolling_attack
1607,1,1,skill_run2,ca_orange_rolling_attack
1607,2,0,skill_run2,he_orange_rolling_attack
1607,2,1,skill_run2,he_orange_rolling_attack
1607,3,0,skill_run2,om_orange_rolling_attack
1607,3,1,skill_run2,om_orange_rolling_attack
1608,1,0,skill_run2,ca_orange_rolling_attack
1608,1,1,skill_run2,ca_orange_rolling_attack
1608,2,0,skill_run2,he_orange_rolling_attack
1608,2,1,skill_run2,he_orange_rolling_attack
1608,3,0,skill_run2,om_orange_rolling_attack
1608,3,1,skill_run2,om_orange_rolling_attack
1609,1,0,skill_run2,ca_orange_rolling_attack
1609,1,1,skill_run2,ca_orange_rolling_attack
1609,2,0,skill_run2,he_orange_rolling_attack
1609,2,1,skill_run2,he_orange_rolling_attack
1609,3,0,skill_run2,om_orange_rolling_attack
1609,3,1,skill_run2,om_orange_rolling_attack
1610,1,0,skill_run2,ca_orange_rolling_attack
1610,1,1,skill_run2,ca_orange_rolling_attack
1610,2,0,skill_run2,he_orange_rolling_attack
1610,2,1,skill_run2,he_orange_rolling_attack
1610,3,0,skill_run2,om_orange_rolling_attack
1610,3,1,skill_run2,om_orange_rolling_attack
1611,1,0,skill_run2,ca_orange_rolling_attack
1611,1,1,skill_run2,ca_orange_rolling_attack
1611,2,0,skill_run2,he_orange_rolling_attack
1611,2,1,skill_run2,he_orange_rolling_attack
1611,3,0,skill_run2,om_orange_rolling_attack
1611,3,1,skill_run2,om_orange_rolling_attack
1612,1,0,skill_run2,ca_orange_rolling_attack
1612,1,1,skill_run2,ca_orange_rolling_attack
1612,2,0,skill_run2,he_orange_rolling_attack
1612,2,1,skill_run2,he_orange_rolling_attack
1612,3,0,skill_run2,om_orange_rolling_attack
1612,3,1,skill_run2,om_orange_rolling_attack
1613,1,0,skill_run2,ca_orange_rolling_attack
1613,1,1,skill_run2,ca_orange_rolling_attack
1613,2,0,skill_run2,he_orange_rolling_attack
1613,2,1,skill_run2,he_orange_rolling_attack
1613,3,0,skill_run2,om_orange_rolling_attack
1613,3,1,skill_run2,om_orange_rolling_attack
1614,1,0,skill_run2,ca_orange_rolling_attack
1614,1,1,skill_run2,ca_orange_rolling_attack
1614,2,0,skill_run2,he_orange_rolling_attack
1614,2,1,skill_run2,he_orange_rolling_attack
1614,3,0,skill_run2,om_orange_rolling_attack
1614,3,1,skill_run2,om_orange_rolling_attack
1615,1,0,skill_run2,ca_orange_rolling_attack
1615,1,1,skill_run2,ca_orange_rolling_attack
1615,2,0,skill_run2,he_orange_rolling_attack
1615,2,1,skill_run2,he_orange_rolling_attack
1615,3,0,skill_run2,om_orange_rolling_attack
1615,3,1,skill_run2,om_orange_rolling_attack
1616,1,0,skill_run2,ca_orange_rolling_attack
1616,1,1,skill_run2,ca_orange_rolling_attack
1616,2,0,skill_run2,he_orange_rolling_attack
1616,2,1,skill_run2,he_orange_rolling_attack
1616,3,0,skill_run2,om_orange_rolling_attack
1616,3,1,skill_run2,om_orange_rolling_attack
1617,1,0,skill_run2,ca_orange_rolling_attack
1617,1,1,skill_run2,ca_orange_rolling_attack
1617,2,0,skill_run2,he_orange_rolling_attack
1617,2,1,skill_run2,he_orange_rolling_attack
1617,3,0,skill_run2,om_orange_rolling_attack
1617,3,1,skill_run2,om_orange_rolling_attack
1618,1,0,skill_run2,ca_orange_rolling_attack
1618,1,1,skill_run2,ca_orange_rolling_attack
1618,2,0,skill_run2,he_orange_rolling_attack
1618,2,1,skill_run2,he_orange_rolling_attack
1618,3,0,skill_run2,om_orange_rolling_attack
1618,3,1,skill_run2,om_orange_rolling_attack
1619,1,0,skill_run2,ca_orange_rolling_attack
1619,1,1,skill_run2,ca_orange_rolling_attack
1619,2,0,skill_run2,he_orange_rolling_attack
1619,2,1,skill_run2,he_orange_rolling_attack
1619,3,0,skill_run2,om_orange_rolling_attack
1619,3,1,skill_run2,om_orange_rolling_attack
1620,1,0,skill_run2,ca_orange_rolling_attack
1620,1,1,skill_run2,ca_orange_rolling_attack
1620,2,0,skill_run2,he_orange_rolling_attack
1620,2,1,skill_run2,he_orange_rolling_attack
1620,3,0,skill_run2,om_orange_rolling_attack
1620,3,1,skill_run2,om_orange_rolling_attack
1621,1,0,skill_run2,ca_orange_rolling_attack
1621,1,1,skill_run2,ca_orange_rolling_attack
1621,2,0,skill_run2,he_orange_rolling_attack
1621,2,1,skill_run2,he_orange_rolling_attack
1621,3,0,skill_run2,om_orange_rolling_attack
1621,3,1,skill_run2,om_orange_rolling_attack
1622,1,0,skill_run2,ca_orange_rolling_attack
1622,1,1,skill_run2,ca_orange_rolling_attack
1622,2,0,skill_run2,he_orange_rolling_attack
1622,2,1,skill_run2,he_orange_rolling_attack
1622,3,0,skill_run2,om_orange_rolling_attack
1622,3,1,skill_run2,om_orange_rolling_attack
1623,1,0,skill_run2,ca_orange_rolling_attack
1623,1,1,skill_run2,ca_orange_rolling_attack
1623,2,0,skill_run2,he_orange_rolling_attack
1623,2,1,skill_run2,he_orange_rolling_attack
1623,3,0,skill_run2,om_orange_rolling_attack
1623,3,1,skill_run2,om_orange_rolling_attack
1624,1,0,skill_run2,ca_orange_rolling_attack
1624,1,1,skill_run2,ca_orange_rolling_attack
1624,2,0,skill_run2,he_orange_rolling_attack
1624,2,1,skill_run2,he_orange_rolling_attack
1624,3,0,skill_run2,om_orange_rolling_attack
1624,3,1,skill_run2,om_orange_rolling_attack
1625,1,0,skill_run2,ca_orange_rolling_attack
1625,1,1,skill_run2,ca_orange_rolling_attack
1625,2,0,skill_run2,he_orange_rolling_attack
1625,2,1,skill_run2,he_orange_rolling_attack
1625,3,0,skill_run2,om_orange_rolling_attack
1625,3,1,skill_run2,om_orange_rolling_attack
1626,1,0,skill_run2,ca_orange_rolling_attack
1626,1,1,skill_run2,ca_orange_rolling_attack
1626,2,0,skill_run2,he_orange_rolling_attack
1626,2,1,skill_run2,he_orange_rolling_attack
1626,3,0,skill_run2,om_orange_rolling_attack
1626,3,1,skill_run2,om_orange_rolling_attack
1627,1,0,skill_run2,ca_orange_rolling_attack
1627,1,1,skill_run2,ca_orange_rolling_attack
1627,2,0,skill_run2,he_orange_rolling_attack
1627,2,1,skill_run2,he_orange_rolling_attack
1627,3,0,skill_run2,om_orange_rolling_attack
1627,3,1,skill_run2,om_orange_rolling_attack
1628,1,0,skill_run2,ca_orange_rolling_attack
1628,1,1,skill_run2,ca_orange_rolling_attack
1628,2,0,skill_run2,he_orange_rolling_attack
1628,2,1,skill_run2,he_orange_rolling_attack
1628,3,0,skill_run2,om_orange_rolling_attack
1628,3,1,skill_run2,om_orange_rolling_attack
1629,1,0,skill_run2,ca_orange_rolling_attack
1629,1,1,skill_run2,ca_orange_rolling_attack
1629,2,0,skill_run2,he_orange_rolling_attack
1629,2,1,skill_run2,he_orange_rolling_attack
1629,3,0,skill_run2,om_orange_rolling_attack
1629,3,1,skill_run2,om_orange_rolling_attack
1630,1,0,skill_run2,ca_orange_rolling_attack
1630,1,1,skill_run2,ca_orange_rolling_attack
1630,2,0,skill_run2,he_orange_rolling_attack
1630,2,1,skill_run2,he_orange_rolling_attack
1630,3,0,skill_run2,om_orange_rolling_attack
1630,3,1,skill_run2,om_orange_rolling_attack
1631,1,0,skill_run2,ca_orange_rolling_attack
1631,1,1,skill_run2,ca_orange_rolling_attack
1631,2,0,skill_run2,he_orange_rolling_attack
1631,2,1,skill_run2,he_orange_rolling_attack
1631,3,0,skill_run2,om_orange_rolling_attack
1631,3,1,skill_run2,om_orange_rolling_attack
1632,1,0,skill_run2,ca_orange_rolling_attack
1632,1,1,skill_run2,ca_orange_rolling_attack
1632,2,0,skill_run2,he_orange_rolling_attack
1632,2,1,skill_run2,he_orange_rolling_attack
1632,3,0,skill_run2,om_orange_rolling_attack
1632,3,1,skill_run2,om_orange_rolling_attack
1633,1,0,skill_run2,ca_orange_rolling_attack
1633,1,1,skill_run2,ca_orange_rolling_attack
1633,2,0,skill_run2,he_orange_rolling_attack
1633,2,1,skill_run2,he_orange_rolling_attack
1633,3,0,skill_run2,om_orange_rolling_attack
1633,3,1,skill_run2,om_orange_rolling_attack
1634,1,0,skill_run2,ca_orange_rolling_attack
1634,1,1,skill_run2,ca_orange_rolling_attack
1634,2,0,skill_run2,he_orange_rolling_attack
1634,2,1,skill_run2,he_orange_rolling_attack
1634,3,0,skill_run2,om_orange_rolling_attack
1634,3,1,skill_run2,om_orange_rolling_attack
1635,1,0,skill_run2,ca_orange_rolling_attack
1635,1,1,skill_run2,ca_orange_rolling_attack
1635,2,0,skill_run2,he_orange_rolling_attack
1635,2,1,skill_run2,he_orange_rolling_attack
1635,3,0,skill_run2,om_orange_rolling_attack
1635,3,1,skill_run2,om_orange_rolling_attack
1636,1,0,skill_run2,ca_orange_rolling_attack
1636,1,1,skill_run2,ca_orange_rolling_attack
1636,2,0,skill_run2,he_orange_rolling_attack
1636,2,1,skill_run2,he_orange_rolling_attack
1636,3,0,skill_run2,om_orange_rolling_attack
1636,3,1,skill_run2,om_orange_rolling_attack
1637,1,0,skill_run2,ca_orange_rolling_attack
1637,1,1,skill_run2,ca_orange_rolling_attack
1637,2,0,skill_run2,he_orange_rolling_attack
1637,2,1,skill_run2,he_orange_rolling_attack
1637,3,0,skill_run2,om_orange_rolling_attack
1637,3,1,skill_run2,om_orange_rolling_attack
1638,1,0,skill_run2,ca_orange_rolling_attack
1638,1,1,skill_run2,ca_orange_rolling_attack
1638,2,0,skill_run2,he_orange_rolling_attack
1638,2,1,skill_run2,he_orange_rolling_attack
1638,3,0,skill_run2,om_orange_rolling_attack
1638,3,1,skill_run2,om_orange_rolling_attack
1639,1,0,skill_run2,ca_orange_rolling_attack
1639,1,1,skill_run2,ca_orange_rolling_attack
1639,2,0,skill_run2,he_orange_rolling_attack
1639,2,1,skill_run2,he_orange_rolling_attack
1639,3,0,skill_run2,om_orange_rolling_attack
1639,3,1,skill_run2,om_orange_rolling_attack
1640,1,0,skill_run2,ca_orange_rolling_attack
1640,1,1,skill_run2,ca_orange_rolling_attack
1640,2,0,skill_run2,he_orange_rolling_attack
1640,2,1,skill_run2,he_orange_rolling_attack
1640,3,0,skill_run2,om_orange_rolling_attack
1640,3,1,skill_run2,om_orange_rolling_attack
