idx,name_string,desc_string,type,type_active,type_range,type_target,max_level,level_up_item1_id,level_up_item1_count,level_up_item1_count_per_level,level_up_item2_id,level_up_item2_count,level_up_item2_count_per_level,level_up_cost,level_up_cost_per_level,turn_next,turn_cool,turn_control,type_radius,type_calculation,dmg_rate,dmg_rate_per_level,dmg_add_type,dmg_add_rate,dmg_add_rate_per_level,burst_point,trigger_id,type_action,res_fx_run,res_fx_attack,res_fx_hit,res_fx_projectile,res_ani_attack,multi_hit_count,multi_hit_term,res_ani_move_action,move_action_speed,res_atlas,res_icon,res_range_icon
1113,skill_name_1113,skill_desc_1113,1,1,1,3,10,0,1,1,0,1,1,10,2,12,15,0,0+0+0/0+2+0/0+0+0,1,1,0.1,2,0.5,0.05,5,0,6,none,fx_skill_coconut_stomp_Smoke,fx_skill_coconut_stomp_Hit,none,1113,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1113,ui_skill_range_atk1
1114,skill_name_1114,skill_desc_1114,1,1,1,3,10,0,1,1,0,1,1,10,2,13,15,0,0+0+0/0+2+0/0+1+0,1,1,0.1,3,0.5,0.05,5,0,6,none,fx_skill_coconut_stomp_Drop,fx_skill_coconut_stomp_Hit,none,1114,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1114,ui_skill_range_sup1
1115,skill_name_1115,skill_desc_1115,1,1,1,3,10,0,1,1,0,1,1,10,2,14,15,0,0+2+0/0+1+0/0+1+0,1,1,0.1,4,0.5,0.05,5,0,6,none,fx_skill_coconut_tail_shot_Makecoconut,fx_skill_coconut_tail_shot_Hit,none,1115,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1115,ui_skill_range_atk1
1116,skill_name_1116,skill_desc_1116,1,1,1,3,10,0,1,1,0,1,1,10,2,12,15,0,0+0+0/0+2+0/0+0+0,1,1,0.1,2,0.5,0.05,5,0,6,none,fx_skill_coconut_stomp_Smoke,fx_skill_coconut_stomp_Hit,none,1113,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1113,ui_skill_range_sup1
1117,skill_name_1117,skill_desc_1117,1,1,1,3,10,0,1,1,0,1,1,10,2,10,5,0,2+0+0/0+1+0/0+0+1,1,1,0.1,0,0.5,0.05,5,0,6,none,fx_skill_blueberry_jump_attack,fx_skill_blueberry_gun_Hit,none,1117,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1117,ui_skill_range_atk1
1118,skill_name_1118,skill_desc_1118,1,1,1,3,10,0,1,1,0,1,1,10,2,9,5,0,0+0+2/0+1+0/1+0+0,1,1,0.1,1,0.5,0.05,5,0,3,none,fx_skill_blueberry_tumbling_shot,none,fx_skill_blueberry_parabola_shot_Projectile,1118,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1118,ui_skill_range_sup1
1119,skill_name_1119,skill_desc_1119,1,1,1,3,10,0,1,1,0,1,1,10,2,10,5,0,2+0+0/0+1+0/0+0+1,1,1,0.1,0,0.5,0.05,5,0,6,none,fx_skill_blueberry_jump_attack,fx_skill_blueberry_gun_Hit,none,1117,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1117,ui_skill_range_atk1
1120,skill_name_1120,skill_desc_1120,1,1,1,3,10,0,1,1,0,1,1,10,2,10,5,0,0+0+2/0+1+0/1+0+0,1,1,0.1,1,0.5,0.05,5,0,3,none,fx_skill_blueberry_tumbling_shot,none,fx_skill_blueberry_parabola_shot_Projectile,1118,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1118,ui_skill_range_sup1
1121,skill_name_1121,skill_desc_1121,1,1,1,3,10,0,1,1,0,1,1,10,2,12,5,0,0+0+2/0+1+0/1+0+0,1,1,0.1,4,0.5,0.05,5,0,1,none,fx_skill_watermelon_buff01,fx_skill_watermelon_buff01_Watermelon_Loop,none,1105,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1105,ui_skill_range_atk1
1122,skill_name_1122,skill_desc_1122,1,1,1,3,10,0,1,1,0,1,1,10,2,13,5,0,0+0+0/0+2+0/1+1+1,1,1,0.1,5,0.5,0.05,5,0,1,none,fx_skill_watermelon_healing01,fx_skill_watermelon_healing01_Hit,none,1106,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1106,ui_skill_range_sup1
1123,skill_name_1123,skill_desc_1123,1,1,1,3,10,0,1,1,0,1,1,10,2,14,5,0,0+0+0/1+2+1/0+1+0,1,1,0.1,0,0.5,0.05,5,0,6,none,fx_skill_watermelon_jump_attack,none,none,1107,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1107,ui_skill_range_atk1
1124,skill_name_1124,skill_desc_1124,1,1,1,3,10,0,1,1,0,1,1,10,2,12,5,0,0+0+2/0+1+0/1+0+0,1,1,0.1,4,0.5,0.05,5,0,1,none,fx_skill_watermelon_buff01,fx_skill_watermelon_buff01_Watermelon_Loop,none,1105,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1105,ui_skill_range_sup1
1125,skill_name_1125,skill_desc_1125,1,1,1,3,10,0,1,1,0,1,1,10,2,10,15,0,0+0+0/0+2+0/0+0+0,1,1,0.1,2,0.5,0.05,5,0,6,none,fx_skill_coconut_stomp_Smoke,fx_skill_coconut_stomp_Hit,none,1113,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1113,ui_skill_range_atk1
1126,skill_name_1126,skill_desc_1126,1,1,1,3,10,0,1,1,0,1,1,10,2,9,14,0,0+0+0/0+2+0/0+1+0,1,1,0.1,3,0.5,0.05,5,0,6,none,fx_skill_coconut_stomp_Drop,fx_skill_coconut_stomp_Hit,none,1114,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1114,ui_skill_range_sup1
1127,skill_name_1127,skill_desc_1127,1,1,1,3,10,0,1,1,0,1,1,10,2,10,13,0,0+2+0/0+1+0/0+1+0,1,1,0.1,4,0.5,0.05,5,0,6,none,fx_skill_coconut_tail_shot_Makecoconut,fx_skill_coconut_tail_shot_Hit,none,1115,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1115,ui_skill_range_atk1
1128,skill_name_1128,skill_desc_1128,1,1,1,3,10,0,1,1,0,1,1,10,2,10,13,0,0+0+0/0+2+0/0+0+0,1,1,0.1,2,0.5,0.05,5,0,6,none,fx_skill_coconut_stomp_Smoke,fx_skill_coconut_stomp_Hit,none,1113,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1113,ui_skill_range_sup1
1129,skill_name_1129,skill_desc_1129,1,1,1,3,10,0,1,1,0,1,1,10,2,12,15,0,2+0+0/0+1+0/0+0+1,1,1,0.1,0,0.5,0.05,5,0,6,none,fx_skill_blueberry_jump_attack,fx_skill_blueberry_gun_Hit,none,1117,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1117,ui_skill_range_atk1
1130,skill_name_1130,skill_desc_1130,1,1,1,3,10,0,1,1,0,1,1,10,2,13,15,0,0+0+2/0+1+0/1+0+0,1,1,0.1,1,0.5,0.05,5,0,3,none,fx_skill_blueberry_tumbling_shot,none,fx_skill_blueberry_parabola_shot_Projectile,1118,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1118,ui_skill_range_sup1
1131,skill_name_1131,skill_desc_1131,1,1,1,3,10,0,1,1,0,1,1,10,2,14,15,0,2+0+0/0+1+0/0+0+1,1,1,0.1,0,0.5,0.05,5,0,6,none,fx_skill_blueberry_jump_attack,fx_skill_blueberry_gun_Hit,none,1117,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1117,ui_skill_range_atk1
1132,skill_name_1132,skill_desc_1132,1,1,1,3,10,0,1,1,0,1,1,10,2,12,15,0,0+0+2/0+1+0/1+0+0,1,1,0.1,1,0.5,0.05,5,0,3,none,fx_skill_blueberry_tumbling_shot,none,fx_skill_blueberry_parabola_shot_Projectile,1118,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1118,ui_skill_range_sup1
1133,skill_name_1133,skill_desc_1133,1,1,1,3,10,0,1,1,0,1,1,10,2,10,5,0,0+0+0/0+2+0/0+0+0,1,1,0.1,2,0.5,0.05,5,0,6,none,fx_skill_coconut_stomp_Smoke,fx_skill_coconut_stomp_Hit,none,1113,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1113,ui_skill_range_atk1
1134,skill_name_1134,skill_desc_1134,1,1,1,3,10,0,1,1,0,1,1,10,2,9,5,0,0+0+0/0+2+0/0+1+0,1,1,0.1,3,0.5,0.05,5,0,6,none,fx_skill_coconut_stomp_Drop,fx_skill_coconut_stomp_Hit,none,1114,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1114,ui_skill_range_sup1
1135,skill_name_1135,skill_desc_1135,1,1,1,3,10,0,1,1,0,1,1,10,2,10,5,0,0+2+0/0+1+0/0+1+0,1,1,0.1,4,0.5,0.05,5,0,6,none,fx_skill_coconut_tail_shot_Makecoconut,fx_skill_coconut_tail_shot_Hit,none,1115,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1115,ui_skill_range_atk1
1136,skill_name_1136,skill_desc_1136,1,1,1,3,10,0,1,1,0,1,1,10,2,10,5,0,0+0+0/0+2+0/0+0+0,1,1,0.1,2,0.5,0.05,5,0,6,none,fx_skill_coconut_stomp_Smoke,fx_skill_coconut_stomp_Hit,none,1113,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1113,ui_skill_range_sup1
1137,skill_name_1137,skill_desc_1137,1,1,1,3,10,0,1,1,0,1,1,10,2,12,5,0,0+0+0/1+2+1/1+1+1,1,1,0.1,0,0.5,0.05,5,0,6,none,fx_skill_dragonfruit_fly_l2r_breath,fx_skill_dragonfruit_fly_air_breath_HitFlame,none,1137,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1137,ui_skill_range_atk1
1138,skill_name_1138,skill_desc_1138,1,1,1,3,10,0,1,1,0,1,1,10,2,13,5,0,0+0+0/1+2+1/1+1+1,1,1,0.1,0,0.5,0.05,5,0,6,none,fx_skill_dragonfruit_fly_l2r_breath,fx_skill_dragonfruit_fly_air_breath_HitFlame,none,1137,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1137,ui_skill_range_sup1
1139,skill_name_1139,skill_desc_1139,1,1,1,3,10,0,1,1,0,1,1,10,2,14,5,0,0+0+0/1+2+1/1+1+1,1,1,0.1,0,0.5,0.05,5,0,6,none,fx_skill_dragonfruit_fly_l2r_breath,fx_skill_dragonfruit_fly_air_breath_HitFlame,none,1137,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1137,ui_skill_range_atk1
1140,skill_name_1140,skill_desc_1140,1,1,1,3,10,0,1,1,0,1,1,10,2,12,5,0,0+0+0/1+2+1/1+1+1,1,1,0.1,0,0.5,0.05,5,0,6,none,fx_skill_dragonfruit_fly_l2r_breath,fx_skill_dragonfruit_fly_air_breath_HitFlame,none,1137,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1137,ui_skill_range_sup1
2001,skill_name_2001,skill_desc_2001,1,1,1,3,10,0,1,1,0,1,1,10,2,10,10,0,0+2+0/0+1+0/0+1+0,1,1,0.1,0,0,0,5,2001,1,none,fx_skill_coconut_headButt,fx_skill_orange_moon_sword_Hit,none,1001,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_atk1
2002,skill_name_2002,skill_desc_2002,1,1,1,3,10,0,1,1,0,1,1,10,2,10,10,0,0+0+0/0+2+0/1+0+1,1,1,0.1,0,0,0,5,2002,1,none,fx_skill_coconut_headButt,fx_skill_orange_moon_sword_Hit,none,1001,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_sup1
2003,skill_name_2003,skill_desc_2003,1,1,1,3,10,0,1,1,0,1,1,10,2,10,10,0,2+0+0/0+1+0/0+0+1,1,1,0.1,0,0,0,5,2003,1,none,fx_skill_coconut_headButt,fx_skill_orange_moon_sword_Hit,none,1001,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_atk1
2004,skill_name_2004,skill_desc_2004,1,1,1,3,10,0,1,1,0,1,1,10,2,10,10,0,0+0+2/0+1+0/1+0+0,1,1,0.1,0,0,0,5,2004,1,none,fx_skill_coconut_headButt,fx_skill_orange_moon_sword_Hit,none,1001,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_sup1
2005,skill_name_2005,skill_desc_2005,1,1,1,3,10,0,1,1,0,1,1,10,2,10,10,0,0+0+0/0+2+0/1+1+1,1,1,0.1,0,0,0,5,2005,1,none,fx_skill_coconut_headButt,fx_skill_orange_moon_sword_Hit,none,1001,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_atk1
2006,skill_name_2006,skill_desc_2006,1,1,1,3,10,0,1,1,0,1,1,10,2,10,10,0,0+0+0/0+2+0/0+0+0,1,1,0.1,0,0,0,5,2006,1,none,fx_skill_coconut_headButt,fx_skill_orange_moon_sword_Hit,none,1001,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_sup1
2007,skill_name_2007,skill_desc_2007,1,1,1,3,10,0,1,1,0,1,1,10,2,10,10,0,0+0+0/0+2+0/0+0+0,1,1,0.1,0,0,0,5,2007,1,none,fx_skill_coconut_headButt,fx_skill_orange_moon_sword_Hit,none,1001,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_atk1
2008,skill_name_2008,skill_desc_2008,1,1,1,3,10,0,1,1,0,1,1,10,2,10,10,0,0+0+0/0+2+0/0+0+0,1,1,0.1,0,0,0,5,2008,1,none,fx_skill_coconut_headButt,fx_skill_orange_moon_sword_Hit,none,1001,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_sup1
2009,skill_name_2009,skill_desc_2009,1,1,1,3,10,0,1,1,0,1,1,10,2,10,10,0,0+0+0/0+2+0/0+0+0,1,1,0.1,0,0,0,5,2009,1,none,fx_skill_coconut_headButt,fx_skill_orange_moon_sword_Hit,none,1001,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_atk1
2010,skill_name_2010,skill_desc_2010,1,1,1,3,10,0,1,1,0,1,1,10,2,10,10,0,0+0+0/0+2+0/0+0+0,1,1,0.1,0,0,0,5,2010,1,none,fx_skill_coconut_headButt,fx_skill_orange_moon_sword_Hit,none,1001,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_sup1
2011,skill_name_2011,skill_desc_2011,1,1,1,3,10,0,1,1,0,1,1,10,2,10,10,0,0+0+0/0+2+0/0+0+0,1,1,0.1,0,0,0,5,2011,1,none,fx_skill_coconut_headButt,fx_skill_orange_moon_sword_Hit,none,1001,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_atk1
2012,skill_name_2012,skill_desc_2012,1,1,1,3,10,0,1,1,0,1,1,10,2,10,10,0,0+0+0/0+2+0/0+0+0,1,1,0.1,0,0,0,5,2012,1,none,fx_skill_coconut_headButt,fx_skill_orange_moon_sword_Hit,none,1001,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_sup1
2013,skill_name_2013,skill_desc_2013,1,1,2,3,10,0,1,1,0,1,1,10,2,10,10,0,0+0+0/0+2+0/0+0+0,1,1,0.1,0,0.5,0.05,5,0,2,none,fx_skill_watermelon_Headbutt_rolling,fx_skill_watermelon_Headbutt_rolling_Hit,fx_skill_watermelon_Headbutt_rolling_projectile,1017,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_atk1
2014,skill_name_2014,skill_desc_2014,1,1,2,3,10,0,1,1,0,1,1,10,2,10,10,0,0+0+0/0+2+0/0+0+0,1,1,0.1,0,0.5,0.05,5,0,3,none,fx_skill_watermelon_Headbutt_rolling,fx_skill_watermelon_Headbutt_rolling_Hit,fx_skill_watermelon_Headbutt_rolling_projectile,1017,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_atk1
2015,skill_name_2015,skill_desc_2015,1,1,2,3,10,0,1,1,0,1,1,10,2,10,10,0,1+1+1/1+2+1/1+1+1,1,1,0.1,0,0.5,0.05,5,0,2,none,fx_skill_watermelon_Headbutt_rolling,fx_skill_watermelon_Headbutt_rolling_Hit,fx_skill_watermelon_Headbutt_rolling_projectile,1017,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_atk1
2016,skill_name_2016,skill_desc_2016,1,1,2,3,10,0,1,1,0,1,1,10,2,10,10,0,1+1+1/1+2+1/1+1+1,1,1,0.1,0,0.5,0.05,5,0,3,none,fx_skill_watermelon_Headbutt_rolling,fx_skill_watermelon_Headbutt_rolling_Hit,fx_skill_watermelon_Headbutt_rolling_projectile,1017,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_atk1
2017,skill_name_2017,skill_desc_2017,1,1,2,3,10,0,1,1,0,1,1,10,2,10,10,0,0+0+0/0+2+0/0+0+0,1,1,0.1,0,0.5,0.05,5,0,2,none,fx_skill_watermelon_Headbutt_rolling,fx_skill_watermelon_Headbutt_rolling_Hit,fx_skill_watermelon_Headbutt_rolling_projectile,1118,3,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_atk1
2018,skill_name_2018,skill_desc_2018,1,1,2,3,10,0,1,1,0,1,1,10,2,10,10,0,0+0+0/0+2+0/0+0+0,1,1,0.1,0,0.5,0.05,5,0,3,none,fx_skill_watermelon_Headbutt_rolling,fx_skill_watermelon_Headbutt_rolling_Hit,fx_skill_watermelon_Headbutt_rolling_projectile,1118,3,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_atk1
2019,skill_name_2019,skill_desc_2019,1,1,2,3,10,0,1,1,0,1,1,10,2,10,10,0,1+1+1/1+2+1/1+1+1,1,1,0.1,0,0.5,0.05,5,0,2,none,fx_skill_watermelon_Headbutt_rolling,fx_skill_watermelon_Headbutt_rolling_Hit,fx_skill_watermelon_Headbutt_rolling_projectile,1118,3,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_atk1
2020,skill_name_2020,skill_desc_2020,1,1,2,3,10,0,1,1,0,1,1,10,2,10,10,0,1+1+1/1+2+1/1+1+1,1,1,0.1,0,0.5,0.05,5,0,3,none,fx_skill_watermelon_Headbutt_rolling,fx_skill_watermelon_Headbutt_rolling_Hit,fx_skill_watermelon_Headbutt_rolling_projectile,1118,3,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1,ui_skill_range_atk1
2021,skill_name_2021,skill_desc_2021,1,1,1,3,10,0,1,1,0,1,1,10,2,10,10,0,0+2+0/0+1+0/0+1+0,1,1,0.1,1,0.5,0.05,5,0,6,none,fx_skill_orange_tail_drill,fx_skill_orange_moon_sword_Hit,none,1102,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1102,ui_skill_range_atk1
2022,skill_name_2022,skill_desc_2022,1,1,1,3,10,0,1,1,0,1,1,10,2,10,10,0,0+2+0/0+1+0/0+1+0,1,1,0.1,1,0.5,0.05,5,0,7,none,fx_skill_orange_tail_drill,fx_skill_orange_moon_sword_Hit,none,1102,1,0.25,0,0.5,ui_atlas_skill,ui_icon_skill_1102,ui_skill_range_atk1
2023,skill_name_2023,skill_desc_2023,1,1,1,3,10,0,1,1,0,1,1,10,2,10,13,0,0+2+0/0+1+0/0+1+0,1,1,0.1,2,0.5,0.05,5,0,8,fx_skill_orange_rolling_attack_Loop,fx_skill_orange_rolling_attack,fx_skill_orange_rolling_attack_Hit,none,1001,1,0.25,1503,0.5,ui_atlas_skill,ui_icon_skill_1003,ui_skill_range_atk1
2024,skill_name_2024,skill_desc_2024,1,1,1,3,10,0,1,1,0,1,1,10,2,10,13,0,0+2+0/0+1+0/0+1+0,1,1,0.1,2,0.5,0.05,5,0,9,fx_skill_orange_rolling_attack_Loop,fx_skill_orange_rolling_attack,fx_skill_orange_rolling_attack_Hit,none,1001,1,0.25,1503,0.5,ui_atlas_skill,ui_icon_skill_1003,ui_skill_range_atk1
